ine_mun,nom_municipio,id_com,ine_prov
05238,Solosancho,7,05
42082,Estepa de San Juan,7,42
05242,Tiñosillos,7,05
05253,Vega de Santa María,7,05
05243,Tolbaños,7,05
05244,Tormellas,7,05
05245,Tornadizos de Ávila,7,05
09063,Cavia,7,09
05256,Villaflor,7,05
09017,Anguix,7,09
05905,Villanueva de Ávila,7,05
05257,Villafranca de la Sierra,7,05
05249,Umbrías,7,05
05251,Vadillo de la Sierra,7,05
05258,Villanueva de Gómez,7,05
05259,Villanueva del Aceral,7,05
05267,Zapardiel de la Ribera,7,05
05252,Valdecasa,7,05
05260,Villanueva del Campillo,7,05
09905,Valle de Sedano,7,09
05262,Villarejo del Valle,7,05
05265,Vita,7,05
09908,Valle de Losa,7,09
05266,Zapardiel de la Cañada,7,05
05263,Villatoro,7,05
05903,Diego del Carpio,7,05
05902,Santa María del Cubillo,7,05
53028,"Ledanía de Hacinas, Salas de los Infantes y Villanueva de Carazo",7,09
05901,San Juan de Gredos,7,05
53022,Dehesa de San Felices,7,09
05904,Santiago del Tormes,7,05
09003,Adrada de Haza,7,09
53026,Comunidad de Gete y Hacinas,7,09
09019,Arandilla,7,09
09006,Aguas Cándidas,7,09
09010,Alcocero de Mola,7,09
09009,Albillos,7,09
48015,Basauri,16,48
42084,Fresno de Caracena,7,42
48016,Berango,16,48
48027,Durango,16,48
42093,Fuentestrún,7,42
09011,Alfoz de Bricia,7,09
53046,"Comunidad de Merindad de Río Ubierna, Quintanilla Vivar y Sotragero",7,09
09014,Los Altos,7,09
09018,Aranda de Duero,7,09
09023,Arcos,7,09
09024,Arenillas de Riopisuerga,7,09
09029,Atapuerca,7,09
48039,Garai,16,48
09026,Arlanzón,7,09
09027,Arraya de Oca,7,09
09030,Los Ausines,7,09
09035,Baños de Valdearados,7,09
09032,Avellanosa de Muñó,7,09
09033,Bahabón de Esgueva,7,09
09034,Los Balbases,7,09
09037,Barbadillo de Herreros,7,09
09043,Los Barrios de Bureba,7,09
48041,Gautegiz Arteaga,16,48
09038,Barbadillo del Mercado,7,09
09039,Barbadillo del Pez,7,09
09044,Barrios de Colina,7,09
26129,San Asensio,17,26
09045,Basconcillos del Tozo,7,09
09046,Bascuñana,7,09
09047,Belbimbre,7,09
48045,Güeñes,16,48
09054,Bozoó,7,09
09066,Campolara,7,09
09058,Buniel,7,09
09055,Brazacorta,7,09
09061,Cabañes de Esgueva,7,09
06014,Azuaga,11,06
09056,Briviesca,7,09
09057,Bugedo,7,09
09059,Burgos,7,09
09067,Canicosa de la Sierra,7,09
09060,Busto de Bureba,7,09
09064,Caleruega,7,09
09065,Campillo de Aranda,7,09
09077,Cascajares de Bureba,7,09
09071,Carcedo de Bureba,7,09
09051,Berlangas de Roa,7,09
09072,Carcedo de Burgos,7,09
09074,Cardeñajimeno,7,09
09079,Castellanos de Castro,7,09
09076,Carrias,7,09
09082,Castildelgado,7,09
09083,Castil de Peones,7,09
09085,Castrillo de la Vega,7,09
09084,Castrillo de la Reina,7,09
09090,Castrillo Mota de Judíos,7,09
09170,Hoyales de Roa,7,09
09086,Castrillo del Val,7,09
09088,Castrillo de Riopisuerga,7,09
09091,Castrojeriz,7,09
09093,Cayuela,7,09
09098,Cerezo de Río Tirón,7,09
09101,Ciadoncha,7,09
24059,Corullón,7,24
24060,Crémenes,7,24
09094,Cebrecos,7,09
09095,Celada del Camino,7,09
09100,Cerratón de Juarros,7,09
09102,Cillaperlata,7,09
09103,Cilleruelo de Abajo,7,09
09110,Contreras,7,09
09105,Ciruelos de Cervera,7,09
09112,Coruña del Conde,7,09
09128,Frandovínez,7,09
09108,Cogollos,7,09
24065,Chozas de Abajo,7,24
48048,Ibarrangelu,16,48
09113,Covarrubias,7,09
09125,Estépar,7,09
09127,Fontioso,7,09
09114,Cubillo del Campo,7,09
09120,Encío,7,09
09122,Espinosa de Cervera,7,09
09129,Fresneda de la Sierra Tirón,7,09
09130,Fresneña,7,09
09136,Fuentecén,7,09
09131,Fresnillo de las Dueñas,7,09
09134,Frías,7,09
09137,Fuentelcésped,7,09
09138,Fuentelisendo,7,09
09139,Fuentemolinos,7,09
09141,Fuentespina,7,09
09151,Gumiel de Izán,7,09
09140,Fuentenebro,7,09
10130,Navaconcejo,11,10
09152,Gumiel de Mercado,7,09
09154,Hacinas,7,09
09159,Hontanas,7,09
10131,Navalmoral de la Mata,11,10
09163,Hontoria del Pinar,7,09
09164,Hontoria de Valdearados,7,09
09265,Piérnigas,7,09
09166,Las Hormazas,7,09
09162,Hontoria de la Cantera,7,09
09173,Huerta de Arriba,7,09
09172,Huérmeces,7,09
09168,La Horra,7,09
09180,Iglesias,7,09
09175,Humada,7,09
09169,Hortigüela,7,09
09174,Huerta de Rey,7,09
09182,Itero del Castillo,7,09
09183,Jaramillo de la Fuente,7,09
09189,Junta de Traslaloma,7,09
09191,Jurisdicción de Lara,7,09
24103,Oencia,7,24
09181,Isar,7,09
09192,Jurisdicción de San Zadornil,7,09
09198,Mahamud,7,09
09197,Madrigalejo del Monte,7,09
09178,Ibrillos,7,09
09396,Tubilla del Lago,7,09
09190,Junta de Villalba de Losa,7,09
09200,Mambrillas de Lara,7,09
42097,Gormaz,7,42
09199,Mambrilla de Castrejón,7,09
09196,Madrigal del Monte,7,09
09208,Mecerreyes,7,09
09226,Monterrubio de la Demanda,7,09
09220,Miraveche,7,09
09231,Nebreda,7,09
09227,Montorio,7,09
09249,Palazuelos de Muñó,7,09
09211,Melgar de Fernamental,7,09
09195,Llano de Bureba,7,09
09215,Merindad de Sotoscueva,7,09
09221,Modúbar de la Emparedada,7,09
09217,Merindad de Valdivielso,7,09
09218,Milagros,7,09
09214,Merindad de Montija,7,09
09223,Monasterio de la Sierra,7,09
09224,Monasterio de Rodilla,7,09
09216,Merindad de Valdeporres,7,09
09225,Moncalvillo,7,09
09228,Moradillo de Roa,7,09
09229,Nava de Roa,7,09
09232,Neila,7,09
09235,Olmedillo de Roa,7,09
09242,Padilla de Abajo,7,09
09243,Padilla de Arriba,7,09
09250,Pampliega,7,09
09248,Palazuelos de la Sierra,7,09
09246,Palacios de la Sierra,7,09
09247,Palacios de Riopisuerga,7,09
48055,Lemoa,16,48
09256,Pedrosa de Duero,7,09
24146,San Esteban de Nogales,7,24
09259,Pedrosa de Río Úrbel,7,09
09255,Partido de la Sierra en Tobalina,7,09
09258,Pedrosa del Príncipe,7,09
48056,Lemoiz,16,48
09261,Peñaranda de Duero,7,09
09262,Peral de Arlanza,7,09
22088,Castillazuelo,2,22
10142,Perales del Puerto,11,10
09251,Pancorbo,7,09
09253,Pardilla,7,09
09266,Pineda de la Sierra,7,09
09257,Pedrosa del Páramo,7,09
09279,Quemada,7,09
09267,Pineda Trasmonte,7,09
09270,Pinilla Trasmonte,7,09
09406,Valdorros,7,09
09272,Poza de la Sal,7,09
09273,Prádanos de Bureba,7,09
09274,Pradoluengo,7,09
09275,Presencio,7,09
09276,La Puebla de Arganzón,7,09
09277,Puentedura,7,09
09283,Quintanaélez,7,09
09287,Quintanaortuño,7,09
09407,Valmala,7,09
09298,Quintanilla San García,7,09
09294,Quintanilla de la Mata,7,09
09288,Quintanapalla,7,09
09289,Quintanar de la Sierra,7,09
09295,Quintanilla del Coco,7,09
09302,Rabanera del Pinar,7,09
09309,Regumiel de la Sierra,7,09
09316,Revilla Vallejera,7,09
09306,Rebolledo de la Torre,7,09
09307,Redecilla del Camino,7,09
09303,Rábanos,7,09
09304,Rabé de las Calzadas,7,09
09310,Reinoso,7,09
09314,Revilla del Campo,7,09
09312,La Revilla y Ahedo,7,09
09315,Revillarruz,7,09
09318,Riocavado de la Sierra,7,09
09328,Rucandio,7,09
09345,Santa Cruz de la Salceda,7,09
09321,Roa,7,09
09323,Rojas,7,09
09325,Royuela de Río Franco,7,09
09326,Rubena,7,09
09329,Salas de Bureba,7,09
09327,Rublacedo de Abajo,7,09
09330,Salas de los Infantes,7,09
09332,Saldaña de Burgos,7,09
09335,San Adrián de Juarros,7,09
09337,San Juan del Monte,7,09
09346,Santa Cruz del Valle Urbión,7,09
09340,San Millán de Lara,7,09
09343,Santa Cecilia,7,09
09347,Santa Gadea del Cid,7,09
09354,Santa Olalla de Bureba,7,09
09348,Santa Inés,7,09
09351,Santa María del Invierno,7,09
09350,Santa María del Campo,7,09
09356,Santibáñez del Val,7,09
09353,Santa María Ribarredonda,7,09
09360,San Vicente del Valle,7,09
09358,Santo Domingo de Silos,7,09
09362,Sarracín,7,09
09366,Solarana,7,09
09363,Sasamón,7,09
09361,Sargentes de la Lora,7,09
09369,Sotillo de la Ribera,7,09
09377,Tardajos,7,09
09392,Tosantos,7,09
09373,Sotresgudo,7,09
09384,Tordómar,7,09
09380,Terradillos de Esgueva,7,09
09398,Úrbel del Castillo,7,09
40063,Cuéllar,7,40
09378,Tejada,7,09
09386,Torrecilla del Monte,7,09
09388,Torrelara,7,09
09381,Tinieblas de la Sierra,7,09
09389,Torrepadre,7,09
09434,Villagonzalo Pedernales,7,09
09395,Tubilla del Agua,7,09
09390,Torresandino,7,09
09418,Valles de Palenzuela,7,09
09391,Tórtoles de Esgueva,7,09
47001,Adalia,7,47
09394,Trespaderne,7,09
09400,Vadocondes,7,09
09411,Valle de Oca,7,09
09403,Valdeande,7,09
09405,Valdezate,7,09
09409,Valle de Manzanedo,7,09
09419,Valluércanes,7,09
09413,Valle de Valdebezana,7,09
09414,Valle de Valdelaguna,7,09
09417,Vallejera,7,09
09415,Valle de Valdelucio,7,09
09416,Valle de Zamanzas,7,09
09427,Villadiego,7,09
09421,La Vid y Barrios,7,09
09423,Vileña,7,09
09424,Viloria de Rioja,7,09
09425,Vilviestre del Pinar,7,09
31065,Caparroso,15,31
34004,Aguilar de Campoo,7,34
09432,Villafruela,7,09
09428,Villaescusa de Roa,7,09
09433,Villagalijo,7,09
09429,Villaescusa la Sombría,7,09
09437,Villahoz,7,09
09438,Villalba de Duero,7,09
01014,Berantevilla,16,01
09431,Villafranca Montes de Oca,7,09
09439,Villalbilla de Burgos,7,09
09430,Villaespasa,7,09
09440,Villalbilla de Gumiel,7,09
09445,Villambistia,7,09
09441,Villaldemiro,7,09
09444,Villamayor de Treviño,7,09
09442,Villalmanzo,7,09
09443,Villamayor de los Montes,7,09
09448,Villangómez,7,09
09449,Villanueva de Argaño,7,09
09456,Villaquirán de los Infantes,7,09
31066,Cárcar,15,31
09447,Villamiel de la Sierra,7,09
09458,Villariezo,7,09
09450,Villanueva de Carazo,7,09
01033,Lapuebla de Labarca,16,01
09460,Villasandino,7,09
09471,Villayerno Morquillas,7,09
09472,Villazopeque,7,09
47048,Ceinos de Campos,7,47
09480,Zael,7,09
09464,Villatuelda,7,09
09473,Villegas,7,09
09466,Villaverde del Monte,7,09
09476,Villoruebo,7,09
53073,Monte de la Mata,7,09
09467,Villaverde-Mogina,7,09
09482,Zarzosa de Río Pisuerga,7,09
09483,Zazuar,7,09
53043,Comunidad de Villoruebo y Torrelara,7,09
49117,Micereces de Tera,7,49
34083,Herrera de Pisuerga,7,34
09463,Villasur de Herreros,7,09
09903,Villarcayo de Merindad de Castilla la Vieja,7,09
34056,Cervera de Pisuerga,7,34
09904,Valle de las Navas,7,09
31067,Carcastillo,15,31
09906,Merindad de Río Ubierna,7,09
53018,Comunidad de Canicosa de la Sierra y Casarejos,7,09
53019,Soncarazo,7,09
09907,Alfoz de Quintanadueñas,7,09
53004,Comunidad de Arauzo de Miel y Huerta del Rey,7,09
53006,Comunidad de Barbadillo de Herreros y Vallejimeno (E.L.M.),7,09
53007,"Comunidad de 09076, 09290, 09578, 09606 y 09822",7,09
53008,"Comunidad de 09076, 09290, 09578 y 09822",7,09
09901,Quintanilla del Agua y Tordueles,7,09
09902,Valle de Santibáñez,7,09
53023,Comunidad de Cilleruelo de Arriba y Pineda Trasmonte,7,09
53024,"Comunidad de Covarrubias, Quintanilla del Coco y Retuerta",7,09
53011,"Comunidad de 09076, 09498 y 09578",7,09
53027,Ledanía de Hacinas y Salas de los Infantes,7,09
53029,"Comunidad de 09314, 09374, 09356 y 09126",7,09
53021,"Ledanía de 09162, 09290, 09412 y 09606",7,09
53013,Comunidad de Barbadillo del Pez y Jaramillo de la Fuente,7,09
53025,Comunidad de Cubillo del Campo y Hontoria de la Cantera,7,09
53037,Comunidad de la Aynosa,7,09
53034,Comunidad de Quintanar de la Sierra y Vilviestre del Pinar,7,09
53035,Comunidad de Revilla del Campo y Torrelara,7,09
53014,Comunidad de Barbadillo del Pez y Riocavado de la Sierra,7,09
24001,Acebedo,7,24
24008,Astorga,7,24
42054,Carrascosa de la Sierra,7,42
24005,La Antigua,7,24
24003,Alija del Infantado,7,24
53041,Comunidad de Tinieblas de la Sierra y San Millán de Lara,7,09
53042,Comunidad de Vilviestre del Pinar y Palacios de la Sierra,7,09
31112,Garaioa,15,31
24004,Almanza,7,24
53045,Comunidad de Quintanilla del Agua y Tordueles y Puentedura,7,09
24007,Arganza,7,24
24011,Barjas,7,24
24040,Carrocera,7,24
34103,Mazuecos de Valdeginate,7,34
24010,La Bañeza,7,24
24191,Vallecillo,7,24
24018,Bercianos del Real Camino,7,24
24006,Ardón,7,24
24022,Borrenes,7,24
24012,Los Barrios de Luna,7,24
24014,Bembibre,7,24
24015,Benavides,7,24
24019,Berlanga del Bierzo,7,24
34181,Tariego de Cerrato,7,34
48031,Elantxobe,16,48
24016,Benuza,7,24
48908,Murueta,16,48
24021,Boñar,7,24
24017,Bercianos del Páramo,7,24
24023,Brazuelo,7,24
26160,Uruñuela,17,26
34137,Pozo de Urama,7,34
24028,Cabreros del Río,7,24
31001,Abáigar,15,31
24024,El Burgo Ranero,7,24
24031,Calzada del Coto,7,24
24030,Cacabelos,7,24
10059,Casillas de Coria,11,10
24026,Bustillo del Páramo,7,24
24027,Cabañas Raras,7,24
10057,Casas de Miravete,11,10
24033,Campo de Villavidel,7,24
24034,Camponaraya,7,24
06032,El Carrascalejo,11,06
24038,Carracedelo,7,24
24041,Carucedo,7,24
24036,Valle de Ancares,7,24
24042,Castilfalé,7,24
24037,Cármenes,7,24
24043,Castrillo de Cabrera,7,24
24044,Castrillo de la Valduerna,7,24
24039,Carrizo,7,24
24047,Castrocontrigo,7,24
24049,Castropodame,7,24
24046,Castrocalbón,7,24
24050,Castrotierra de Valmadrigal,7,24
24055,Cimanes del Tejar,7,24
34240,Villerías de Campos,7,34
24052,Cebanico,7,24
24054,Cimanes de la Vega,7,24
24056,Cistierna,7,24
24053,Cebrones del Río,7,24
24057,Congosto,7,24
24058,Corbillos de los Oteros,7,24
24074,Fuentes de Carbajal,7,24
24051,Cea,7,24
24066,Destriana,7,24
24061,Cuadros,7,24
24062,Cubillas de los Oteros,7,24
24063,Cubillas de Rueda,7,24
24064,Cubillos del Sil,7,24
24073,Fresno de la Vega,7,24
48047,Gizaburuaga,16,48
24081,Gusendos de los Oteros,7,24
24067,Encinedo,7,24
24068,La Ercina,7,24
24069,Escobar de Campos,7,24
48050,Izurtza,16,48
24070,Fabero,7,24
24071,Folgoso de la Ribera,7,24
24093,Magaz de Cepeda,7,24
48052,Larrabetzu,16,48
24076,Garrafe de Torío,7,24
24078,Gordoncillo,7,24
48049,Ispaster,16,48
48053,Laukiz,16,48
24079,Gradefes,7,24
24080,Grajal de Campos,7,24
48051,Lanestosa,16,48
24082,Hospital de Órbigo,7,24
24084,Izagre,7,24
24083,Igüeña,7,24
24095,Mansilla Mayor,7,24
24086,Joarilla de las Matas,7,24
24087,Laguna Dalga,7,24
24088,Laguna de Negrillos,7,24
24089,León,7,24
24092,Llamas de la Ribera,7,24
24090,Lucillo,7,24
24091,Luyego,7,24
24094,Mansilla de las Mulas,7,24
24099,Matanza,7,24
24097,Matadeón de los Oteros,7,24
24098,Matallana de Torío,7,24
24096,Maraña,7,24
24102,Noceda del Bierzo,7,24
24144,San Cristóbal de la Polantera,7,24
24145,San Emiliano,7,24
24142,San Andrés del Rabanedo,7,24
24100,Molinaseca,7,24
24107,Pajares de los Oteros,7,24
24108,Palacios de la Valduerna,7,24
24101,Murias de Paredes,7,24
24106,Oseja de Sajambre,7,24
24104,Las Omañas,7,24
37008,Alba de Tormes,7,37
24105,Onzonilla,7,24
24119,Priaranza del Bierzo,7,24
24127,Regueras de Arriba,7,24
24109,Palacios del Sil,7,24
24114,La Pola de Gordón,7,24
24122,Puente de Domingo Flórez,7,24
24112,Peranzanes,7,24
24113,Pobladura de Pelayo García,7,24
24124,Quintana del Marco,7,24
24110,Páramo del Sil,7,24
24115,Ponferrada,7,24
24120,Prioro,7,24
24117,Pozuelo del Páramo,7,24
24163,Sariegos,7,24
24121,Puebla de Lillo,7,24
24118,Prado de la Guzpeña,7,24
24116,Posada de Valdeón,7,24
24125,Quintana y Congosto,7,24
24131,Riego de la Vega,7,24
24123,Quintana del Castillo,7,24
24129,Reyero,7,24
24132,Riello,7,24
24176,Valdefuentes del Páramo,7,24
44250,Veguillas de la Sierra,2,44
26072,Herce,17,26
48054,Leioa,16,48
24133,Rioseco de Tapia,7,24
24130,Riaño,7,24
24141,San Adrián del Valle,7,24
24134,La Robla,7,24
24136,Roperuelos del Páramo,7,24
24137,Sabero,7,24
24139,Sahagún,7,24
34035,Boadilla de Rioseco,7,34
24148,San Justo de la Vega,7,24
24149,San Millán de los Caballeros,7,24
34241,Villodre,7,34
24150,San Pedro Bercianos,7,24
24151,Santa Colomba de Curueño,7,24
24152,Santa Colomba de Somoza,7,24
40086,Fuentepelayo,7,40
24159,Santa Marina del Rey,7,24
24156,Santa María del Monte de Cea,7,24
34025,Bárcena de Campos,7,34
24157,Santa María del Páramo,7,24
24158,Santa María de Ordás,7,24
24224,Villares de Órbigo,7,24
24181,Valderas,7,24
24153,Santa Cristina de Valmadrigal,7,24
34066,Cubillas de Cerrato,7,34
48060,Markina-Xemein,16,48
24154,Santa Elena de Jamuz,7,24
24155,Santa María de la Isla,7,24
24184,Valdesamario,7,24
31216,Sangüesa/Zangoza,15,31
34032,Berzosilla,7,34
24162,Santovenia de la Valdoncina,7,24
24160,Santas Martas,7,24
24161,Santiago Millas,7,24
24167,Soto y Amío,7,24
24168,Toral de los Guzmanes,7,24
34048,Castil de Vela,7,34
24169,Toreno,7,24
31217,San Martín de Unx,15,31
24165,Sobrado,7,24
24166,Soto de la Vega,7,24
24164,Sena de Luna,7,24
24172,Truchas,7,24
24170,Torre del Bierzo,7,24
24215,Villamol,7,24
31219,Sansol,15,31
24177,Valdelugueros,7,24
24171,Trabadelo,7,24
24173,Turcia,7,24
24175,Valdefresno,7,24
24174,Urdiales del Páramo,7,24
24182,Valderrey,7,24
24185,Val de San Lorenzo,7,24
40060,Condado de Castilnovo,7,40
24180,Valdepolo,7,24
31221,Doneztebe/Santesteban,15,31
24187,Valdevimbre,7,24
24190,Valverde-Enrique,7,24
37087,Carrascal de Barregas,7,37
24183,Valderrueda,7,24
34034,Boadilla del Camino,7,34
24188,Valencia de Don Juan,7,24
24189,Valverde de la Virgen,7,24
24179,Valdepiélago,7,24
31220,Santacara,15,31
31222,Sarriés/Sartze,15,31
24198,Vega de Valcarce,7,24
24193,La Vecilla,7,24
24203,Villabraz,7,24
24199,Vegaquemada,7,24
24194,Vegacervera,7,24
24207,Villademor de la Vega,7,24
24196,Vega de Espinareda,7,24
40069,Donhierro,7,40
24197,Vega de Infanzones,7,24
24205,Villadangos del Páramo,7,24
24214,Villamejil,7,24
24201,Vegas del Condado,7,24
31223,Sartaguda,15,31
42100,Hinojosa del Campo,7,42
10065,Collado de la Vera,11,10
24206,Toral de los Vados,7,24
09062,Cabezón de la Sierra,7,09
06151,Villagonzalo,11,06
24209,Villafranca del Bierzo,7,24
24212,Villamañán,7,24
24213,Villamartín de Don Sancho,7,24
34227,Villanueva del Rebollar,7,34
24210,Villagatón,7,24
24211,Villamandos,7,24
34110,Mudá,7,34
24217,Villamoratiel de las Matas,7,24
24223,Villarejo de Órbigo,7,24
24219,Villaobispo de Otero,7,24
24216,Villamontán de la Valduerna,7,24
24218,Villanueva de las Manzanas,7,24
24225,Villasabariego,7,24
24221,Villaquejida,7,24
24222,Villaquilambre,7,24
24226,Villaselán,7,24
24229,Villazanzo de Valderaduey,7,24
24230,Zotes del Páramo,7,24
24228,Villazala,7,24
24902,Villaornate y Castro,7,24
34003,Abia de las Torres,7,34
53051,Comunidad de Castrotierra de la Valduerna,7,24
53052,Foncabada,7,24
53054,Mancomunidad de Villagatón y Quintana del Castillo,7,24
34001,Abarca de Campos,7,34
37148,Garcihernández,7,37
24227,Villaturiel,7,24
34242,Villodrigo,7,34
34006,Alba de Cerrato,7,34
34009,Amayuelas de Arriba,7,34
34010,Ampudia,7,34
34011,Amusco,7,34
34018,Autilla del Pino,7,34
34012,Antigüedad,7,34
34020,Ayuela,7,34
34112,Nogal de las Huertas,7,34
34005,Alar del Rey,7,34
40080,Fresno de la Fuente,7,40
34232,Villarramiel,7,34
34022,Baltanás,7,34
34019,Autillo de Campos,7,34
34023,Venta de Baños,7,34
34024,Baquerín de Campos,7,34
34045,Capillas,7,34
34017,Astudillo,7,34
34041,Calahorra de Boedo,7,34
34027,Barruelo de Santullán,7,34
34028,Báscones de Ojeda,7,34
37170,Ledesma,7,37
34036,Brañosera,7,34
34042,Calzada de los Molinos,7,34
34029,Becerril de Campos,7,34
34031,Belmonte de Campos,7,34
34047,Carrión de los Condes,7,34
34046,Cardeñosa de Volpejera,7,34
34037,Buenavista de Valdavia,7,34
34038,Bustillo de la Vega,7,34
34039,Bustillo del Páramo de Carrión,7,34
34051,Castrillo de Onielo,7,34
06148,Valle de Santa Ana,11,06
34049,Castrejón de la Peña,7,34
34116,Osornillo,7,34
26048,Cidamón,17,26
34050,Castrillo de Don Juan,7,34
34052,Castrillo de Villavega,7,34
34053,Castromocho,7,34
34060,Cobos de Cerrato,7,34
34094,Ledigos,7,34
34055,Cervatos de la Cueza,7,34
34058,Cevico Navero,7,34
34062,Congosto de Valdavia,7,34
34068,Dehesa de Romanos,7,34
34061,Collazos de Boedo,7,34
34104,Melgar de Yuso,7,34
34082,Hérmedes de Cerrato,7,34
34057,Cevico de la Torre,7,34
34084,Herrera de Valdecañas,7,34
34063,Cordovilla la Real,7,34
34067,Dehesa de Montejo,7,34
34077,Fuentes de Valdepero,7,34
34069,Dueñas,7,34
49090,Gema,7,49
34073,Fresno del Río,7,34
34074,Frómista,7,34
34070,Espinosa de Cerrato,7,34
34071,Espinosa de Villagonzalo,7,34
34072,Frechilla,7,34
34087,Hornillos de Cerrato,7,34
34076,Fuentes de Nava,7,34
34079,Grijota,7,34
34086,Hontoria de Cerrato,7,34
34088,Husillos,7,34
34080,Guardo,7,34
34081,Guaza de Campos,7,34
34091,Lagartos,7,34
34092,Lantadilla,7,34
34096,Lomas,7,34
34098,Magaz de Pisuerga,7,34
34093,La Vid de Ojeda,7,34
34107,Micieces de Ojeda,7,34
34106,Meneses de Campos,7,34
34109,Moratinos,7,34
34113,Olea de Boedo,7,34
34122,Páramo de Boedo,7,34
34099,Manquillos,7,34
34100,Mantinos,7,34
34101,Marcilla de Campos,7,34
34102,Mazariegos,7,34
34133,Población de Cerrato,7,34
34126,Pedrosa de la Vega,7,34
34121,Palenzuela,7,34
34114,Olmos de Ojeda,7,34
34123,Paredes de Nava,7,34
34132,Población de Campos,7,34
34108,Monzón de Campos,7,34
34124,Payo de Ojeda,7,34
34129,Pino del Río,7,34
34125,Pedraza de Campos,7,34
34136,Poza de la Vega,7,34
34127,Perales,7,34
40120,Martín Muñoz de la Dehesa,7,40
34135,Pomar de Valdivia,7,34
34152,Revenga de Campos,7,34
34140,La Puebla de Valdavia,7,34
34146,Reinoso de Cerrato,7,34
34141,Quintana del Puente,7,34
34139,Prádanos de Ojeda,7,34
34147,Renedo de la Vega,7,34
37139,Fuentes de Béjar,7,37
34155,Ribas de Campos,7,34
34156,Riberos de la Cueza,7,34
34143,Quintanilla de Onsoña,7,34
34151,Respenda de la Peña,7,34
34159,San Cebrián de Campos,7,34
34158,Salinas de Pisuerga,7,34
34154,Revilla de Collazos,7,34
40126,Melque de Cercos,7,40
34169,Santervás de la Vega,7,34
10072,Eljas,11,10
34157,Saldaña,7,34
34167,Santa Cecilia del Alcor,7,34
34168,Santa Cruz de Boedo,7,34
34176,Sotobañado y Priorato,7,34
34160,San Cebrián de Mudá,7,34
34161,San Cristóbal de Boedo,7,34
34163,San Mamés de Campos,7,34
34170,Santibáñez de Ecla,7,34
34177,Soto de Cerrato,7,34
34180,Támara de Campos,7,34
34171,Santibáñez de la Peña,7,34
34174,Santoyo,7,34
34185,Triollo,7,34
34189,Valdeolmillos,7,34
34182,Torquemada,7,34
34184,Torremormojón,7,34
34213,Villalaco,7,34
34178,Tabanera de Cerrato,7,34
34179,Tabanera de Valdavia,7,34
34196,Valle de Cerrato,7,34
34186,Valbuena de Pisuerga,7,34
34230,Villarmentero de Campos,7,34
34190,Valderrábano,7,34
34192,Valde-Ucieza,7,34
34205,Villaconancio,7,34
34201,Vertavillo,7,34
34202,Villabasta de Valdavia,7,34
34204,Villacidaler,7,34
34214,Villalba de Guardo,7,34
34215,Villalcázar de Sirga,7,34
34216,Villalcón,7,34
34199,Velilla del Río Carrión,7,34
34210,Villahán,7,34
34206,Villada,7,34
34211,Villaherreros,7,34
34208,Villaeles de Valdavia,7,34
34217,Villalobón,7,34
34222,Villameriel,7,34
49190,San Martín de Valderaduey,7,49
34221,Villamediana,7,34
34218,Villaluenga de la Vega,7,34
37279,Sancti-Spíritus,7,37
34225,Villamuriel de Cerrato,7,34
34220,Villamartín de Campos,7,34
34224,Villamuera de la Cueza,7,34
34236,Villaturde,7,34
34231,Villarrabé,7,34
31224,Sesma,15,31
34228,Villanuño de Valdavia,7,34
34229,Villaprovedo,7,34
34233,Villasarracino,7,34
31247,Uztárroz/Uztarroze,15,31
34234,Villasila de Valdavia,7,34
34243,Villoldo,7,34
34237,Villaumbrales,7,34
37009,Alba de Yeltes,7,37
49201,Santa Croya de Tera,7,49
34245,Villota del Páramo,7,34
34246,Villovieco,7,34
37024,Aldeavieja de Tormes,7,37
34238,Villaviudas,7,34
34903,Loma de Ucieza,7,34
49204,Santa María de Valverde,7,49
31250,Bera,15,31
34901,Osorno la Mayor,7,34
34902,Valle del Retortillo,7,34
37003,Ahigal de los Aceiteros,7,37
37004,Ahigal de Villarino,7,37
31234,Ucar,15,31
37013,Aldeacipreste,7,37
37007,Alaraz,7,37
37002,Agallas,7,37
37001,Abusejo,7,37
37005,La Alameda de Gardón,7,37
37020,Aldearrubia,7,37
37010,La Alberca,7,37
37014,Aldeadávila de la Ribera,7,37
37035,Armenteros,7,37
37006,La Alamedilla,7,37
37011,La Alberguería de Argañán,7,37
37012,Alconada,7,37
37016,Aldealengua,7,37
37036,San Miguel del Robledo,7,37
37017,Aldeanueva de Figueroa,7,37
37019,Aldearrodrigo,7,37
37023,Aldeatejada,7,37
37038,Babilafuente,7,37
37025,Aldehuela de la Bóveda,7,37
37322,Terradillos,7,37
37044,Barruecopardo,7,37
37028,Almendra,7,37
31254,Villafranca,15,31
37026,Aldehuela de Yeltes,7,37
37021,Aldeaseca de Alba,7,37
37022,Aldeaseca de la Frontera,7,37
37027,Almenara de Tormes,7,37
37030,Añover de Tormes,7,37
48057,Lekeitio,16,48
37031,Arabayona de Mógica,7,37
37045,La Bastida,7,37
37037,La Atalaya,7,37
37029,Anaya de Alba,7,37
37034,El Arco,7,37
37032,Arapiles,7,37
37033,Arcediano,7,37
37041,Barbalos,7,37
37049,Bermellar,7,37
37040,Barbadillo,7,37
37039,Bañobárez,7,37
31259,Igantzi,15,31
37046,Béjar,7,37
37051,Berrocal de Salvatierra,7,37
37047,Beleña,7,37
37042,Barceo,7,37
37165,Iruelos,7,37
